timestamp,elapsedtime
2017-02-16 22:57:01," 1404
"
2017-02-16 22:57:12," 0
"
2017-02-16 22:57:23," 0
"
2017-02-16 22:57:34," 0
"
2017-02-16 22:57:44," 0
"
2017-02-16 22:57:55," 0
"
2017-02-16 22:58:06," 0
"
2017-02-16 22:58:17," 0
"
2017-02-16 22:58:28," 0
"
2017-02-16 22:58:39," 0
"
